site_code,store_number,brand,station_name,address,city,state,zip,latitude,longitude,phone,fuel_type,retail_price,discount_price,your_price,effective_date,parking_spaces_count,fuel_lane_count,shower_count,amenities,restaurants,source,pricing_city,pricing_state,location_city,location_state,is_usa,is_canada,missing_coordinates,missing_current_price
1057,1057,Flying J,Flying J Travel Center,1305 Pasadena Fwy,Pasadena,TX,77506,29.714222599058022,-95.19650771253666,(713) 534-0038,DSL,4.349,4.299,3.9103,2026-06-18,80,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Pasadena,TX,Pasadena,TX,yes,no,no,no
1058,1058,Pilot,Pilot Dealer,17276 NE US Hwy 301,Waldo,FL,32694,29.81425446967623,-82.16885905772416,(352) 468-1590,DSL,5.259,5.209,4.3106,2026-06-18,50,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Waldo,FL,Waldo,FL,yes,no,no,no
1059,1059,Pilot,Pilot Travel Center,709 N US-77,Schulenburg,TX,78956,29.695097589208757,-96.90183329075526,(979) 290-3382,DSL,4.959,4.909,3.9578,2026-06-18,76,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Taco Bell | Pilot Eats,Pilot/Flying J pricing + locations,Schulenburg,TX,Schulenburg,TX,yes,no,no,no
1061,1061,Flying J,Flying J Travel Center,4939 W Chestnut Expy,Springfield,MO,65802,37.21361052421073,-93.3815448,(417) 864-4175,DSL,4.659,4.609,4.1913,2026-06-18,94,9,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Springfield,MO,Springfield,MO,yes,no,no,no
1063,1063,Pilot,Pilot Travel Center,3365 Sugar Hill Rd,Marion,NC,28752,35.64256181522499,-82.04021014643918,(828) 738-3146,DSL,5.159,5.109,4.2043,2026-06-18,32,7,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Marion,NC,Marion,NC,yes,no,no,no
1068,1068,Flying J,Flying J Travel Center,799 Jedburg Rd,Summerville,SC,29483,33.0807751,-80.2105932,(843) 851-2023,DSL,4.959,4.909,4.3025,2026-06-18,44,7,5,Electric Vehicle Charging Station | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Jedburg,SC,Summerville,SC,yes,no,no,no
1070,1070,Pilot,Pilot Travel Center,2464 U.S. Route 66,Santa Rosa,NM,88435,34.946885554042,-104.65187099365306,(575) 283-0665,DSL,5.199,5.149,4.87,2026-06-18,63,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Santa Rosa,NM,Santa Rosa,NM,yes,no,no,no
1071,1071,Flying J,Flying J Travel Center,979 E Paige Ave,Tulare,CA,93274,36.18115255746655,-119.33209320859832,(559) 686-0206,DSL,6.559,6.509,5.6343,2026-06-18,138,9,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Public Laundry | Truck Parking Spaces | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Tulare,CA,Tulare,CA,yes,no,no,no
1080,1080,Flying J,Flying J Travel Center,2275 Sperry Ave,Patterson,CA,95363,37.4654568,-121.1647703,(209) 892-9225,DSL,6.499,6.449,5.6505,2026-06-18,124,9,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Patterson,CA,Patterson,CA,yes,no,no,no
1082,1082,Pilot,Pilot Travel Center,5714 N Rhett Ave,Charleston,SC,29406,32.90355307189954,-79.98457478983485,(843) 745-9300,DSL,4.959,4.909,4.2975,2026-06-18,50,8,4,Electric Vehicle Charging Station | Mobile Ordering,Arby's | Pilot Eats,Pilot/Flying J pricing + locations,Charleston,SC,Charleston,SC,yes,no,no,no
1083,1083,Pilot,Pilot Travel Center,100 S Poplar St,Stratford,TX,79084,36.33107864988914,-102.07354320251804,(806) 395-4652,DSL,4.899,4.849,4.0309,2026-06-18,62,7,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats,Pilot/Flying J pricing + locations,Stratford,TX,Stratford,TX,yes,no,no,no
1086,1086,Flying J,Flying J Travel Center,6255 IN-18,Marion,IN,46952,40.55436688312811,-85.55450341640427,(765) 673-0059,DSL,5.039,4.989,4.418,2026-06-18,80,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Marion,IN,Marion,IN,yes,no,no,no
1092,1092,Pilot,Pilot Travel Center,8950 Earhart Ln SW,Cedar Rapids,IA,52404,41.89141107657727,-91.66711023011149,(319) 848-4351,DSL,4.999,4.949,3.9539,2026-06-18,30,6,3,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Cedar Rapids,IA,Cedar Rapids,IA,yes,no,no,no
1094,1094,Pilot,Pilot Travel Center,1668 E Tehachapi Blvd,Tehachapi,CA,93561,35.12712197641601,-118.41531796752854,(661) 823-1049,DSL,6.659,6.609,5.6258,2026-06-18,99,9,9,Electric Vehicle Charging Station | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Tehachapi,CA,Tehachapi,CA,yes,no,no,no
1096,1096,Flying J,Flying J Travel Center,1101 Friday Rd,Cocoa,FL,32926,28.374809,-80.802044,(321) 433-3150,DSL,5.299,5.249,4.3421,2026-06-18,89,8,7,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Cocoa,FL,Cocoa,FL,yes,no,no,no
1098,1098,Pilot,Pilot Express,400 Doremus Ave,Newark,NJ,07105,40.71930232975655,-74.12497705756506,(862) 445-0056,DSL,5.399,5.399,5.399,2026-06-18,33,9,2,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,,Pilot/Flying J pricing + locations,Newark,NJ,Newark,NJ,yes,no,no,no
1103,1103,Pilot,Pilot Travel Center,2430 WA-530,Arlington,WA,98223,48.18718488026442,-122.1965614,(360) 654-8324,DSL,5.799,5.749,5.1465,2026-06-18,78,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Pilot Eats,Pilot/Flying J pricing + locations,Arlington,WA,Arlington,WA,yes,no,no,no
1105,1105,Pilot,Pilot Travel Center,7349 LA-29,Bunkie,LA,71322,30.781150428766693,-92.18722958095093,(318) 545-2003,DSL,4.499,4.449,3.9219,2026-06-18,44,5,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats,Pilot/Flying J pricing + locations,Bunkie,LA,Bunkie,LA,yes,no,no,no
1106,1106,Pilot,Pilot Travel Center,9220 Broadway Blvd SE,Albuquerque,NM,87105,34.958959,-106.660004,(505) 933-1055,DSL,5.199,5.149,4.8325,2026-06-18,69,7,5,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,McDonalds | Pilot Eats,Pilot/Flying J pricing + locations,Albuquerque,NM,Albuquerque,NM,yes,no,no,no
1110,1110,Pilot,Pilot Travel Center,15455 Terrazzo Drive,Colorado Springs,CO,80921,39.05563552325797,-104.85360775157261,(719) 487-7555,DSL,4.859,4.809,4.3041,2026-06-18,72,8,5,Electric Vehicle Charging Station | Mobile Ordering,Arby's | Pilot Eats,Pilot/Flying J pricing + locations,Colorado Springs,CO,Colorado Springs,CO,yes,no,no,no
1114,1114,Pilot,Pilot Travel Center,1050 Busse Rd,Bensenville,IL,60106,41.98805371515785,-87.96037550429915,(630) 521-0218,DSL,4.999,4.949,4.6299,2026-06-18,15,6,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Bensenville,IL,Bensenville,IL,yes,no,no,no
1117,1117,Pilot,Pilot Travel Center,389 Rochester Crossing Dr,Rochester,IN,46975,41.048488212006916,-86.21787939828644,(574) 223-4290,DSL,5.259,5.209,4.5473,2026-06-18,33,5,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Dunkin Donuts | Pilot Eats,Pilot/Flying J pricing + locations,Rochester,IN,Rochester,IN,yes,no,no,no
1118,1118,Pilot,Pilot Travel Center,4100 Mabry Dr,Clovis,NM,88101,34.39506196688278,-103.15217835263977,(575) 769-8369,DSL,4.999,4.949,4.1154,2026-06-18,29,5,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Clovis,NM,Clovis,NM,yes,no,no,no
1126,1126,Pilot,Pilot Travel Center,8801 NE Birmingham Rd,Kansas City,MO,64161,39.1564147,-94.4763072,(816) 453-0076,DSL,4.699,4.649,3.9177,2026-06-18,15,6,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Kansas City,MO,Kansas City,MO,yes,no,no,no
1128,1128,Pilot,Pilot Travel Center,7990 SR-60,Bartow,FL,33830,27.91741095438938,-81.71891836779099,(863) 537-1000,DSL,5.059,5.009,4.2981,2026-06-18,38,6,2,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Arby's | Pilot Eats,Pilot/Flying J pricing + locations,Bartow,FL,Bartow,FL,yes,no,no,no
1132,1132,Pilot,Pilot Travel Center,234 Ben Hulse Hwy,Brawley,CA,92227,32.97789920126262,-115.5039061306282,(760) 344-3695,DSL,6.499,6.449,5.6907,2026-06-18,29,6,2,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Dunkin Express | Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Brawley,CA,Brawley,CA,yes,no,no,no
1134,1134,Pilot,Pilot Travel Center,3752 US-285 N,Orla,TX,79770,31.82622244544289,-103.90876848003067,(432) 273-0079,DSL,5.199,5.149,4.095,2026-06-18,50,6,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Orla,TX,Orla,TX,yes,no,no,no
1135,1135,Pilot,Pilot Travel Center,1419 US-281,Falfurrias,TX,78355,27.211821,-98.1414383,(361) 325-1166,DSL,4.659,4.609,3.9667,2026-06-18,44,6,3,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Falfurrias,TX,Falfurrias,TX,yes,no,no,no
1140,1140,Pilot,Pilot Travel Center,8221 US-287,Rhome,TX,76078,33.10222000200688,-97.47029824232789,(817) 636-5630,DSL,4.219,4.169,3.9772,2026-06-18,52,6,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Rhome,TX,Rhome,TX,yes,no,no,no
1143,1143,Pilot,Pilot Travel Center,4200 TX-302,Odessa,TX,79764,31.87630803824521,-102.42236170681534,(432) 366-0246,DSL,4.999,4.949,4.0575,2026-06-18,26,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | DEF Lanes | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Odessa,TX,Odessa,TX,yes,no,no,no
1145,1145,Pilot,Pilot Travel Center,11501 TX-191 E,Midland,TX,79706,31.967599424046014,-102.25234190810527,(432) 561-8927,DSL,4.999,4.949,4.0575,2026-06-18,40,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Midland,TX,Midland,TX,yes,no,no,no
1146,1146,Pilot,Pilot Travel Center,2500 S Bickley Ave,Pecos,TX,79772,31.401177227926773,-103.5204711031105,(432) 445-0002,DSL,4.999,4.949,4.095,2026-06-18,9,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Pecos,TX,Pecos,TX,yes,no,no,no
1147,1147,Pilot,Pilot Travel Center,127 TX-302,Kermit,TX,79745,31.84359900701591,-103.10390373784327,(432) 538-4660,DSL,4.499,4.449,4.0825,2026-06-18,25,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Kermit,TX,Kermit,TX,yes,no,no,no
1161,1161,Pilot,Pilot Travel Center,3145 Meteor Crater Rd,Odessa,TX,79763,31.784746060897643,-102.47678897668648,(432) 381-5248,DSL,4.399,4.349,4.055,2026-06-18,93,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Odessa,TX,Odessa,TX,yes,no,no,no
1163,1163,Pilot,Pilot Dealer,6406 Emlenton Clintonville Rd,Emlenton,PA,16373,41.17533063091578,-79.7400044558197,(724) 867-1511,DSL,5.799,5.749,4.5957,2026-06-18,65,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Emlenton,PA,Emlenton,PA,yes,no,no,no
1165,1165,Pilot,Pilot Travel Center,410 E Kansas Ave,Jal,NM,88252,32.1204474,-103.1886447,(575) 395-2927,DSL,5.099,5.049,4.1479,2026-06-18,43,6,5,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Jal,NM,Jal,NM,yes,no,no,no
1169,1169,Flying J,Flying J Travel Center,2725 93rd Ave SW,Olympia,WA,98512,46.952174638532995,-122.9407566841135,(360) 790-4495,DSL,5.799,5.749,5.1545,2026-06-18,74,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Taco Bell | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Olympia,WA,Olympia,WA,yes,no,no,no
1171,1171,Flying J,Flying J Dealer,1057 S. Lower Flat Top Drive,Mesquite,NV,89027,36.7841675,-114.1400244,(702) 849-0400,DSL,5.099,5.049,4.6056,2026-06-18,69,8,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | DEF Lanes | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Mesquite,NV,Mesquite,NV,yes,no,no,no
1173,1173,Pilot,Pilot Express,1440 Puyallup Ave,Tacoma,WA,98421,47.24173242949355,-122.41214941719666,(253) 627-1628,DSL,5.799,5.799,5.799,2026-06-18,0,7,0,Diesel Lanes | CAT Scale | Cylinder Propane | Bridgestone Tire Monitoring | Mobile Ordering,,Pilot/Flying J pricing + locations,Tacoma,WA,Tacoma,WA,yes,no,no,no
1174,1174,Pilot,Pilot Travel Center,104 W Trefz Dr,Marshall,IL,62441,39.419042376,-87.695321274,(217) 826-1060,DSL,4.959,4.909,4.4428,2026-06-18,63,8,5,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Taco Bell | Pilot Eats,Pilot/Flying J pricing + locations,Marshall,IL,Marshall,IL,yes,no,no,no
1175,1175,Pilot,Pilot Travel Center,14905 Cordes Lake Road,Mayer,AZ,86333,34.32741874206012,-112.11799225871981,(928) 632-4521,DSL,5.099,5.049,4.396,2026-06-18,25,6,0,Diesel Lanes | ATM | Bulk Propane | CAT Scale | DEF Lanes | Lottery | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Mayer,AZ,Mayer,AZ,yes,no,no,no
1177,1177,Flying J,Flying J Travel Center,14320 Slover Ave,Fontana,CA,92337,34.064634824441775,-117.4929363030758,(909) 574-4866,DSL,6.999,6.949,5.6246,2026-06-18,36,10,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | DEF Lanes | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Fontana,CA,Fontana,CA,yes,no,no,no
1178,1178,Pilot,Pilot Express,9255 S Rita Rd,Tucson,AZ,85747,32.084413897201586,-110.8033038914695,(520) 207-7876,DSL,4.899,4.899,4.899,2026-06-18,9,4,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | DEF Lanes | Lottery | Truck Parking Spaces | Mobile Ordering,Subway,Pilot/Flying J pricing + locations,Tucson,AZ,Tucson,AZ,yes,no,no,no
1179,1179,Pilot,Pilot Licensed Location,330 N Mariposa Rd,Nogales,AZ,85621,31.33876549999999,-110.9668699,(520) 287-4800,DSL,5.499,5.449,4.54,2026-06-18,10,3,0,,,Pilot/Flying J pricing + locations,Nogales,AZ,Nogales,AZ,yes,no,no,no
1180,1180,Pilot,Pilot Travel Center,41112 W Indian School Rd,Tonopah,AZ,85354,33.494105604895424,-112.93789823619366,(623) 386-5386,DSL,4.999,4.949,4.3743,2026-06-18,66,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Tonopah,AZ,Tonopah,AZ,yes,no,no,no
1181,1181,Pilot,Pilot Travel Center,1201 E IL-38,Rochelle,IL,61068,41.93554805391559,-89.01751491439755,(815) 677-6189,DSL,5.099,5.049,4.5014,2026-06-18,78,8,5,Diesel Lanes | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Rochelle,IL,Rochelle,IL,yes,no,no,no
1185,1185,Pilot,Pilot Dealer,4031 Fleet St,Littlefield,AZ,86423,36.8972,-113.910531,(702) 849-0700,DSL,5.099,5.049,4.3452,2026-06-18,23,3,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Desert Springs,AZ,Littlefield,AZ,yes,no,no,no
1192,1192,Pilot,Pilot Licensed Location,31120 US-60,Wittmann,AZ,85361,33.76534,-112.51389,(623) 388-2900,DSL,4.999,4.949,4.3385,2026-06-18,0,3,0,,,Pilot/Flying J pricing + locations,Wittmann,AZ,Wittmann,AZ,yes,no,no,no
1193,1193,Pilot,Pilot Licensed Location,18183 US-93,Wikieup,AZ,85360,34.69954908217335,-113.61018452430939,(928) 765-2255,DSL,5.699,5.649,4.386,2026-06-18,40,4,0,,,Pilot/Flying J pricing + locations,Wikieup,AZ,Wikieup,AZ,yes,no,no,no
1194,1194,Pilot,Pilot Licensed Location,3444 S 40th St,Phoenix,AZ,85040,33.414853,-111.995815,(602) 601-4868,DSL,5.999,5.949,4.3285,2026-06-18,2,4,0,,,Pilot/Flying J pricing + locations,Phoenix,AZ,Phoenix,AZ,yes,no,no,no
1195,1195,Pilot,Pilot Travel Center,1307 N Dolarway Rd,Ellensburg,WA,98926,47.005326580377414,-120.58690079169361,(509) 925-1777,DSL,5.799,5.749,5.231,2026-06-18,48,8,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | DEF Lanes | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Ellensburg,WA,Ellensburg,WA,yes,no,no,no
1205,1205,Pilot,Pilot Travel Center,4840 E I-20,Monahans,TX,79756,31.61434842327614,-102.81154814652318,(432) 223-5839,DSL,4.999,4.949,4.0725,2026-06-18,99,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Monahans,TX,Monahans,TX,yes,no,no,no
1206,1206,Flying J,Flying J Travel Center,700 TX-302,Kermit,TX,79745,31.853252486607854,-103.06776720864376,(432) 527-0351,DSL,4.499,4.449,4.0825,2026-06-18,81,8,8,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Kermit,TX,Kermit,TX,yes,no,no,no
1207,1207,Pilot,Pilot Travel Center,101 S Loop 464 Rd,Monahans,TX,79756,31.58741730364614,-102.917423090213,(432) 943-2190,DSL,4.999,4.949,4.0725,2026-06-18,24,4,2,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Monahans,TX,Monahans,TX,yes,no,no,no
1208,1208,Pilot,Pilot Travel Center,3075 Gila Ridge Rd,Yuma,AZ,85365,32.685999491151826,-114.5792705512746,(928) 857-2036,DSL,5.159,5.109,4.2119,2026-06-18,88,8,9,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Yuma,AZ,Yuma,AZ,yes,no,no,no
1209,1209,Pilot,Pilot Travel Center,2810 Rankin Hwy,Midland,TX,79706,31.968319372681513,-102.07351126174396,(432) 687-1658,DSL,4.899,4.849,4.055,2026-06-18,21,6,5,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Midland,TX,Midland,TX,yes,no,no,no
1211,1211,Pilot,Pilot Travel Center,1103 S Main St,Andrews,TX,79714,32.307315792686104,-102.54191470407389,(432) 225-9161,DSL,5.099,5.049,4.0625,2026-06-18,56,6,5,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Andrews,TX,Andrews,TX,yes,no,no,no
1212,1212,Pilot,Pilot Travel Center,48286 Vicksburg Rd,Salome,AZ,85348,33.633721329113875,-113.76836530256524,(928) 859-3165,DSL,5.159,5.109,4.4285,2026-06-18,20,8,4,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Bulk Propane | DEF Lanes | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Salome,AZ,Salome,AZ,yes,no,no,no
